ID,Status,LastMaintenance,LocationID
696,Good,2017-05-11 06:22:05,828
697,Good,2010-05-30 09:18:25,24
698,Good,2018-03-23 05:57:40,875
699,Good,2001-07-07 00:53:58,727
700,Good,2023-05-04 21:34:35,863
701,Good,,724
702,Good,2017-12-24 00:23:12,542
703,Good,2007-11-11 23:20:57,117
704,Good,2024-04-21 16:35:33,127
705,Good,2008-07-05 05:57:34,618
706,Good,2020-12-10 03:59:11,431
707,Good,2000-08-26 22:02:44,512
708,Good,2005-10-19 03:19:01,974
709,Good,2013-04-19 15:30:11,982
710,Good,2010-05-11 03:44:05,826
711,Good,2001-05-20 20:11:09,763
712,Good,2011-04-20 08:47:15,990
713,Good,2010-02-07 23:19:27,892
714,Good,2014-05-04 20:58:24,401
715,Good,2022-07-08 04:20:33,443
716,Good,,634
717,Good,2022-02-12 22:33:36,857
718,Good,2005-10-07 04:14:54,953
719,Good,2013-10-01 02:08:28,674
720,Good,2023-10-18 13:02:34,741
721,Good,2003-04-13 02:19:26,310
722,Needs Maintenance,2010-01-17 02:42:05,830
723,Good,2020-12-21 23:45:57,333
724,Good,2006-11-23 15:24:15,231
725,Good,2009-05-05 22:37:03,608
726,Good,2010-04-08 16:26:26,67
727,Good,2002-12-10 15:10:00,629
728,Good,1998-10-09 03:33:42,25
729,Good,2007-11-23 02:00:32,467
730,Good,1998-06-14 06:37:44,411
731,Good,2000-05-18 13:01:48,732
732,Good,2015-10-25 00:44:00,35
733,Good,2017-09-17 11:40:37,202
734,Good,1999-07-22 06:56:02,570
735,Good,2003-04-24 05:25:15,357
736,Good,2019-02-03 06:31:48,274
737,Good,2013-05-22 05:07:32,427
738,Good,2000-08-24 20:55:41,77
739,Good,2001-04-25 23:14:27,851
740,Good,2002-03-28 11:05:47,800
741,Good,1998-10-07 13:06:44,458
742,Good,2022-03-27 06:23:32,438
743,Good,2016-10-10 20:40:57,798
744,Good,1998-07-05 01:08:32,883
745,Good,2022-02-14 01:09:34,351
746,Good,2009-08-04 01:06:28,909
747,Good,,508
748,Good,2004-10-30 10:59:56,722
749,Good,1999-04-19 18:52:42,140
750,Good,2018-07-25 16:16:44,500
751,Good,2003-08-18 12:46:30,582
752,Good,2009-08-24 23:25:13,487
753,Good,2010-02-10 01:42:55,330
754,Good,2010-06-25 15:08:18,453
755,Good,2009-04-06 23:39:30,858
756,Good,2003-03-04 01:13:05,359
757,Good,2018-08-25 19:19:51,813
758,Good,2001-12-27 03:17:43,283
759,Good,2001-06-30 23:05:51,800
760,Good,2016-02-19 22:42:24,564
761,Good,2020-06-08 20:59:42,97
762,Good,2007-06-09 14:52:30,691
763,Good,2021-09-04 21:31:18,569
764,Good,2009-03-11 11:50:53,836
765,Good,2001-04-13 13:17:28,34
766,Good,2012-05-26 16:55:00,180
767,Good,2007-01-21 00:50:33,809
768,Good,2007-02-18 00:58:39,338
769,Good,2000-05-03 12:33:44,75
770,Good,2020-01-03 19:10:43,683
771,Good,2016-07-28 16:06:24,468
772,Good,2017-07-08 21:31:10,900
773,Good,2014-09-27 08:37:26,868
774,Good,2024-04-28 09:46:25,985
775,Good,2004-03-15 10:20:22,518
776,Good,2021-02-22 23:35:50,901
777,Good,2024-06-09 20:49:25,856
778,Good,1997-07-30 23:19:41,464
779,Good,2017-04-21 13:07:19,153
780,Good,2008-10-10 23:44:53,589
781,Good,2008-07-22 17:50:11,180
782,Good,2023-01-20 21:41:09,602
783,Good,2019-04-17 06:36:15,915
784,Good,2003-04-09 00:10:38,477
785,Good,2003-11-28 21:19:16,71
786,Good,2022-03-18 05:03:30,946
787,Good,2023-06-08 04:06:35,955
788,Good,1998-12-18 08:32:28,127
789,Good,2017-10-24 20:44:46,96
790,Good,2006-04-09 10:08:31,168
791,Good,,228
792,Good,2009-01-16 03:36:34,882
793,Good,2022-03-02 14:29:08,297
794,Good,2014-06-08 18:03:06,773
795,Good,2010-05-22 08:05:31,212
796,Good,2008-03-19 21:24:57,744
797,Good,2017-01-26 14:45:33,206
798,Good,2015-10-08 20:31:31,159
799,Good,2017-12-06 18:50:07,946
800,Good,2024-01-12 01:22:00,89
801,Good,2013-07-30 08:24:32,262
802,Good,2018-11-21 03:53:12,373
803,Good,2020-06-07 07:46:10,316
804,Good,2000-06-23 23:09:00,886
805,Good,2021-06-22 11:45:41,918
806,Good,2008-11-12 09:30:25,843
807,Good,1999-12-04 06:22:45,264
808,Good,1997-07-28 20:45:20,966
809,Good,2007-05-16 11:59:53,346
810,Good,2008-06-08 20:40:17,633
811,Good,2017-04-11 09:17:38,284
812,Good,2010-08-30 05:15:19,538
813,Good,2018-04-11 21:49:58,484
814,Good,2018-07-25 23:18:57,636
815,Good,2021-08-04 06:54:58,933
816,Good,2002-04-28 09:37:47,866
817,Good,2005-10-18 03:03:54,977
818,Good,2007-07-31 21:38:09,877
819,Needs Maintenance,2000-06-10 22:44:56,930
820,Good,2012-10-06 11:17:11,129
821,Good,2010-11-15 12:09:40,114
822,Good,2022-01-19 09:21:15,675
823,Good,2009-11-23 16:46:15,391
824,Good,2001-07-09 22:15:39,962
825,Good,2020-03-13 15:49:08,639
826,Good,2016-04-08 21:23:39,403
827,Good,1999-09-11 17:17:18,987
828,Good,2018-08-12 02:34:39,12
829,Good,2014-07-22 09:41:05,136
830,Good,2013-04-07 16:47:14,84
831,Good,2010-01-03 22:27:32,427
832,Good,2014-12-29 11:11:25,978
833,Good,2002-04-17 12:23:56,183
834,Good,2023-11-11 15:34:27,742
835,Good,1997-10-08 00:44:39,812
836,Good,2005-07-25 01:05:21,188
837,Good,2023-05-13 15:13:02,127
838,Good,,36
839,Good,2013-03-18 03:59:44,617
840,Good,2021-11-26 07:11:32,622
841,Good,2000-12-02 21:56:41,648
842,Good,2003-06-22 02:13:53,820
843,Good,2005-02-25 05:46:46,572
844,Good,2021-09-19 14:23:04,784
845,Good,2020-03-14 07:27:24,147
846,Good,2018-08-22 14:00:56,582
847,Needs Maintenance,2014-02-14 03:13:15,310
848,Good,2007-09-12 17:05:59,978
849,Good,2024-05-21 15:53:58,340
850,Good,2022-02-06 00:46:09,104
851,Good,2010-04-18 09:05:32,323
852,Good,2010-05-18 12:23:37,616
853,Good,2005-04-30 19:33:29,888
854,Good,2014-09-15 07:39:08,334
855,Good,2013-06-16 04:47:49,303
856,Good,2022-10-10 17:30:31,745
857,Good,,786
858,Good,2021-07-17 19:23:03,287
859,Needs Maintenance,2018-08-21 02:18:19,680
860,Good,2015-09-03 00:31:54,379
861,Good,2021-12-03 21:49:32,638
862,Good,1997-10-31 23:16:51,853
863,Good,2011-05-23 10:03:44,168
864,Good,2017-07-13 01:48:32,233
865,Good,2020-05-10 07:07:42,843
866,Good,2002-04-01 06:19:17,859
867,Good,2010-06-17 11:25:15,483
868,Good,2006-02-07 11:29:24,637
869,Good,1999-10-24 21:56:55,162
870,Good,2021-07-31 05:44:18,937
871,Good,1997-11-06 10:16:51,584
872,Good,2018-05-16 19:02:55,910
873,Good,2007-06-04 04:11:21,925
874,Good,2005-07-23 21:15:52,93
875,Good,2004-09-19 09:45:48,517
876,Needs Maintenance,2006-01-27 06:09:45,878
877,Good,2009-11-05 09:46:53,318
878,Good,2009-12-22 21:08:57,604
879,Good,2004-03-20 11:16:36,762
880,Good,2003-12-25 18:18:18,756
881,Good,2006-11-29 16:05:12,251
882,Good,2015-01-03 17:07:41,691
883,Good,2005-01-09 05:21:22,83
884,Good,2023-02-06 13:50:23,519
885,Good,2022-03-09 12:32:49,993
886,Good,2004-03-17 22:44:33,664
887,Good,2020-01-25 02:18:07,519
888,Good,2001-03-30 06:23:09,876
889,Good,2010-03-10 13:28:48,73
890,Good,2004-08-01 16:21:50,224
891,Good,2017-04-13 20:03:52,656
892,Needs Maintenance,2013-02-23 03:13:03,588
893,Good,2019-11-24 10:57:00,956
894,Good,2017-01-01 10:43:39,770
895,Good,2001-12-02 11:26:58,571
896,Good,2005-05-07 01:53:55,324
897,Good,2010-03-14 22:53:15,255
898,Good,2007-04-27 22:27:50,657
899,Good,2004-05-17 08:28:08,688
900,Good,2000-07-22 19:37:48,700
901,Good,2000-06-18 02:08:56,441
902,Needs Maintenance,2009-08-12 00:13:02,309
903,Good,2002-07-31 03:17:02,679
904,Good,2008-12-02 17:14:36,909
905,Good,2016-03-20 18:54:11,759
906,Good,2003-05-19 23:40:14,249
907,Good,1999-05-26 03:52:56,183
908,Good,,152
909,Good,2015-05-21 08:13:47,672
910,Good,2004-02-01 04:46:37,295
911,Good,2001-06-12 04:32:19,885
912,Good,1999-07-01 07:53:28,993
913,Good,2022-11-11 11:31:57,371
914,Needs Maintenance,2006-06-16 05:09:45,383
915,Good,2015-11-08 09:51:26,961
916,Good,2022-03-11 05:27:58,955
917,Good,2014-10-04 08:01:21,850
918,Good,2010-03-21 14:58:25,541
919,Good,2003-06-23 10:12:25,133
920,Needs Maintenance,2021-12-08 05:44:22,791
921,Good,2003-12-19 05:41:47,762
922,Good,2014-08-30 00:23:07,74
923,Good,2011-10-22 03:46:04,576
924,Good,2013-03-06 22:14:41,236
925,Good,2015-08-08 19:11:03,329
926,Good,,716
927,Good,2018-12-11 07:40:58,495
928,Good,1997-11-11 13:32:21,987
929,Good,2008-02-27 15:01:13,928
930,Good,2005-04-18 14:22:22,518
931,Good,2008-09-15 08:55:02,495
932,Good,2002-04-26 11:03:03,313
933,Good,2007-11-14 11:26:10,992
934,Good,2008-09-21 19:51:09,82
935,Good,2015-04-29 11:09:36,581
936,Good,2008-06-22 21:52:12,749
937,Good,2007-11-01 22:02:00,226
938,Needs Maintenance,2019-11-06 02:01:18,160
939,Good,2012-07-13 01:40:48,194
940,Good,2003-07-06 21:32:59,778
941,Needs Maintenance,2000-10-21 00:17:56,38
942,Good,2015-10-21 15:46:13,995
943,Good,2010-08-20 15:17:13,532
944,Good,2017-10-01 08:05:34,396
945,Good,2008-07-17 11:50:33,346
946,Good,2008-04-28 13:13:59,179
947,Good,2024-07-04 17:24:01,8
948,Needs Maintenance,2006-07-06 03:20:13,261
949,Good,2001-09-08 20:09:56,488
950,Good,1998-03-20 04:04:58,792
951,Good,2018-01-20 03:48:10,759
952,Good,2019-04-01 02:20:48,726
953,Good,2010-12-17 17:48:47,148
954,Good,1999-11-28 16:29:40,131
955,Good,2020-09-10 11:37:18,574
956,Good,,514
957,Good,2020-01-07 22:59:46,10
958,Good,2022-07-28 14:10:48,900
959,Good,1999-09-27 10:48:51,366
960,Good,2009-12-19 00:20:31,43
961,Needs Maintenance,2021-07-23 11:58:13,805
962,Good,2020-05-27 08:20:17,649
963,Good,2005-11-27 04:26:10,881
964,Good,2003-04-19 17:32:23,874
965,Good,2004-04-03 23:41:14,201
966,Good,2010-04-19 02:34:13,850
967,Good,2007-04-01 18:13:22,377
968,Good,2003-07-05 12:09:52,600
969,Good,2010-12-09 01:07:16,491
970,Good,2008-08-23 04:33:04,405
971,Good,2009-01-06 17:19:25,122
972,Good,2023-09-19 05:30:08,768
973,Good,2018-11-18 23:14:06,284
974,Good,2010-09-27 20:38:14,547
975,Good,2011-07-27 14:03:42,611
976,Good,,354
977,Good,1997-11-22 02:13:13,492
978,Good,2019-08-15 01:55:24,751
979,Good,2012-10-01 05:04:26,814
980,Good,1997-08-07 07:48:42,289
981,Good,2022-07-14 09:36:36,413
982,Good,2014-07-28 14:16:55,287
983,Good,2012-09-11 03:41:38,311
984,Good,2014-02-11 03:50:31,454
985,Good,2018-11-12 19:48:15,714
986,Good,,245
987,Good,1999-11-01 23:55:35,177
988,Good,2010-08-07 20:00:49,28
989,Good,2018-04-19 09:01:18,486
990,Good,2010-08-16 10:50:21,231
991,Good,2015-09-11 14:03:45,123
992,Good,2003-02-24 13:53:19,416
993,Good,2012-12-06 15:39:26,960
994,Good,2007-07-02 14:34:16,547
995,Good,2013-01-02 16:17:22,739
996,Good,2019-07-22 11:20:45,620
997,Good,2003-01-28 14:10:30,216
998,Good,2006-04-04 12:56:10,148
999,Good,1999-10-09 14:16:10,202
1000,Good,2017-02-26 13:22:09,31
