547,4 Mockingbird Place,Smart City,OH,42536,2
548,4 Coolidge Trail,Smart City,OH,42536,38
549,3899 Autumn Leaf Drive,Smart City,OH,42536,11
550,16579 Corscot Plaza,Smart City,OH,42536,35
551,91815 Mallory Lane,Smart City,OH,42536,30
552,0585 Nancy Avenue,Smart City,OH,42536,28
553,6714 Tennyson Way,Smart City,OH,42536,33
554,876 Oriole Trail,Smart City,OH,42536,28
555,6028 Saint Paul Way,Smart City,OH,42536,28
556,690 Merry Way,Smart City,OH,42536,14
557,42 Loeprich Plaza,Smart City,OH,42536,2
558,18 Rieder Street,Smart City,OH,42536,9
559,63 Anzinger Parkway,Smart City,OH,42536,10
560,124 Superior Parkway,Smart City,OH,42536,39
561,091 Utah Plaza,Smart City,OH,42536,30
562,28 Northport Lane,Smart City,OH,42536,18
563,596 Heath Court,Smart City,OH,42536,19
564,38 Vermont Street,Smart City,OH,42536,5
565,007 Schmedeman Place,Smart City,OH,42536,1
566,46097 Hanson Place,Smart City,OH,42536,31
567,25 Spaight Park,Smart City,OH,42536,9
568,80 Troy Point,Smart City,OH,42536,5
569,5293 Badeau Crossing,Smart City,OH,42536,34
570,61 Logan Place,Smart City,OH,42536,20
571,0658 Bowman Center,Smart City,OH,42536,35
572,1 Lyons Lane,Smart City,OH,42536,35
573,775 Randy Place,Smart City,OH,42536,3
574,3 Logan Hill,Smart City,OH,42536,16
575,2 Shoshone Point,Smart City,OH,42536,16
576,681 Buhler Terrace,Smart City,OH,42536,6
577,235 Florence Terrace,Smart City,OH,42536,13
578,87919 Randy Road,Smart City,OH,42536,2
579,725 Schiller Street,Smart City,OH,42536,17
580,4 Nancy Plaza,Smart City,OH,42536,30
581,43519 Alpine Hill,Smart City,OH,42536,6
582,00 Badeau Place,Smart City,OH,42536,6
583,268 2nd Lane,Smart City,OH,42536,19
584,409 Manufacturers Park,Smart City,OH,42536,15
585,50 Everett Alley,Smart City,OH,42536,20
586,59 Briar Crest Junction,Smart City,OH,42536,31
587,84429 Goodland Plaza,Smart City,OH,42536,36
588,175 Manley Street,Smart City,OH,42536,15
589,0 Kipling Trail,Smart City,OH,42536,5
590,8091 Almo Hill,Smart City,OH,42536,1
591,7 Westend Drive,Smart City,OH,42536,29
592,6743 Barnett Way,Smart City,OH,42536,30
593,4 Emmet Pass,Smart City,OH,42536,27
594,7 International Street,Smart City,OH,42536,15
595,64800 Eagle Crest Parkway,Smart City,OH,42536,27
596,5 Mendota Parkway,Smart City,OH,42536,29
597,31 Express Avenue,Smart City,OH,42536,13
598,420 Dapin Point,Smart City,OH,42536,2
599,07 Mariners Cove Alley,Smart City,OH,42536,12
600,532 Glacier Hill Way,Smart City,OH,42536,12
601,511 Lotheville Parkway,Smart City,OH,42536,15
602,4 Prairieview Avenue,Smart City,OH,42536,2
603,298 Fair Oaks Trail,Smart City,OH,42536,33
604,48788 Coolidge Parkway,Smart City,OH,42536,12
605,45 Magdeline Center,Smart City,OH,42536,14
606,22 Veith Street,Smart City,OH,42536,37
607,6889 Miller Place,Smart City,OH,42536,24
608,427 Schlimgen Hill,Smart City,OH,42536,14
609,1 Memorial Circle,Smart City,OH,42536,25
610,0511 Old Shore Junction,Smart City,OH,42536,30
611,4381 Dexter Way,Smart City,OH,42536,4
612,1980 Bultman Drive,Smart City,OH,42536,6
613,5 Lakewood Gardens Park,Smart City,OH,42536,2
614,182 Rowland Parkway,Smart City,OH,42536,32
615,70601 Beilfuss Avenue,Smart City,OH,42536,30
616,217 Myrtle Junction,Smart City,OH,42536,32
617,5 Fair Oaks Place,Smart City,OH,42536,38
618,75 Dayton Street,Smart City,OH,42536,18
619,139 Monument Hill,Smart City,OH,42536,13
620,830 Burning Wood Hill,Smart City,OH,42536,23
621,1 Oakridge Hill,Smart City,OH,42536,29
622,49 Texas Parkway,Smart City,OH,42536,16
623,20 Muir Crossing,Smart City,OH,42536,29
624,73263 Ramsey Point,Smart City,OH,42536,19
625,50 Ramsey Junction,Smart City,OH,42536,11
626,70 Thierer Drive,Smart City,OH,42536,6
627,68 Manitowish Pass,Smart City,OH,42536,38
628,6 Miller Hill,Smart City,OH,42536,1
629,4 Waubesa Parkway,Smart City,OH,42536,26
630,787 Ridge Oak Terrace,Smart City,OH,42536,1
631,8 Pankratz Place,Smart City,OH,42536,20
632,8794 Hanson Circle,Smart City,OH,42536,19
633,5 Clemons Park,Smart City,OH,42536,30
634,0 Granby Way,Smart City,OH,42536,23
635,646 Thackeray Crossing,Smart City,OH,42536,7
636,44166 Stephen Avenue,Smart City,OH,42536,40
637,0421 Maple Wood Point,Smart City,OH,42536,29
638,0363 Loftsgordon Place,Smart City,OH,42536,40
639,123 Schmedeman Court,Smart City,OH,42536,26
640,77719 Mockingbird Parkway,Smart City,OH,42536,21
641,99197 Colorado Crossing,Smart City,OH,42536,10
642,90 Golden Leaf Center,Smart City,OH,42536,13
643,4 7th Circle,Smart City,OH,42536,2
644,82 Mayfield Pass,Smart City,OH,42536,23
645,7 Starling Street,Smart City,OH,42536,12
646,75118 Harbort Parkway,Smart City,OH,42536,21
647,48525 Kipling Alley,Smart City,OH,42536,4
648,9289 Shopko Hill,Smart City,OH,42536,19
649,724 Sunfield Parkway,Smart City,OH,42536,2
650,93 Lakeland Point,Smart City,OH,42536,28
651,636 South Avenue,Smart City,OH,42536,20
652,03 Redwing Crossing,Smart City,OH,42536,15
653,602 Oxford Hill,Smart City,OH,42536,30
654,60746 Bowman Lane,Smart City,OH,42536,28
655,2506 Columbus Terrace,Smart City,OH,42536,37
656,28 Rowland Way,Smart City,OH,42536,1
657,22509 Barby Alley,Smart City,OH,42536,9
658,62687 Lakewood Center,Smart City,OH,42536,36
659,38635 Northfield Alley,Smart City,OH,42536,39
660,0522 Huxley Alley,Smart City,OH,42536,28
661,92029 Stang Way,Smart City,OH,42536,9
662,60409 Pawling Court,Smart City,OH,42536,7
663,37795 Loftsgordon Road,Smart City,OH,42536,35
664,6303 Reinke Alley,Smart City,OH,42536,37
665,60 Atwood Way,Smart City,OH,42536,11
666,9 Eastlawn Drive,Smart City,OH,42536,8
667,282 Porter Drive,Smart City,OH,42536,27
668,37185 Sloan Point,Smart City,OH,42536,3
669,904 Cardinal Alley,Smart City,OH,42536,18
670,386 Hudson Drive,Smart City,OH,42536,16
671,8466 Lyons Circle,Smart City,OH,42536,39
672,16954 Dottie Avenue,Smart City,OH,42536,10
673,140 Bluejay Terrace,Smart City,OH,42536,19
674,3 Cordelia Pass,Smart City,OH,42536,19
675,5 Shasta Alley,Smart City,OH,42536,7
676,8 Morrow Alley,Smart City,OH,42536,25
677,049 Kingsford Alley,Smart City,OH,42536,29
678,8142 Cordelia Point,Smart City,OH,42536,9
679,164 Hermina Street,Smart City,OH,42536,31
680,6248 Clarendon Junction,Smart City,OH,42536,16
681,04021 Blackbird Lane,Smart City,OH,42536,6
682,71 Montana Park,Smart City,OH,42536,7
683,53584 Victoria Place,Smart City,OH,42536,39
684,69 Corben Point,Smart City,OH,42536,18
685,4036 Forest Run Circle,Smart City,OH,42536,26
686,25 Trailsway Center,Smart City,OH,42536,21
687,0129 Bartelt Trail,Smart City,OH,42536,11
688,53851 Logan Terrace,Smart City,OH,42536,25
689,681 Clemons Road,Smart City,OH,42536,22
690,84 Loeprich Alley,Smart City,OH,42536,20
691,5 Orin Crossing,Smart City,OH,42536,36
692,1247 Truax Parkway,Smart City,OH,42536,6
693,05 Fallview Pass,Smart City,OH,42536,14
694,026 Utah Drive,Smart City,OH,42536,20
695,59 Nobel Place,Smart City,OH,42536,28
696,18385 Basil Park,Smart City,OH,42536,35
697,657 Sugar Center,Smart City,OH,42536,27
698,52 Debra Parkway,Smart City,OH,42536,7
699,3783 Chive Park,Smart City,OH,42536,18
700,99 Buena Vista Plaza,Smart City,OH,42536,23
701,3 Merchant Alley,Smart City,OH,42536,21
702,59596 Eliot Place,Smart City,OH,42536,36
703,256 Knutson Junction,Smart City,OH,42536,12
704,9026 Cherokee Plaza,Smart City,OH,42536,29
705,619 Pankratz Terrace,Smart City,OH,42536,14
706,73713 International Alley,Smart City,OH,42536,33
707,31341 Ruskin Parkway,Smart City,OH,42536,15
708,46 Cherokee Junction,Smart City,OH,42536,26
709,2869 Old Shore Street,Smart City,OH,42536,15
710,9 Porter Parkway,Smart City,OH,42536,37
711,6931 Mitchell Parkway,Smart City,OH,42536,12
712,4 Graedel Point,Smart City,OH,42536,22
713,3419 Kings Street,Smart City,OH,42536,34
714,13800 Wayridge Junction,Smart City,OH,42536,29
715,588 Vidon Court,Smart City,OH,42536,35
716,985 Petterle Center,Smart City,OH,42536,28
717,70 Oakridge Way,Smart City,OH,42536,8
718,058 Evergreen Way,Smart City,OH,42536,15
719,26188 Sherman Lane,Smart City,OH,42536,17
720,23 Becker Crossing,Smart City,OH,42536,3
721,8 Graedel Point,Smart City,OH,42536,12
722,1749 Mcguire Plaza,Smart City,OH,42536,29
723,3095 Pierstorff Trail,Smart City,OH,42536,1
724,50 Larry Street,Smart City,OH,42536,21
725,75 Merry Terrace,Smart City,OH,42536,3
726,68565 Katie Drive,Smart City,OH,42536,37
727,8 Vera Alley,Smart City,OH,42536,8
728,0936 Larry Drive,Smart City,OH,42536,36
729,18 Kings Court,Smart City,OH,42536,1
730,2637 Burning Wood Road,Smart City,OH,42536,6
731,33044 Tony Road,Smart City,OH,42536,20
732,58 2nd Street,Smart City,OH,42536,19
733,2908 Logan Pass,Smart City,OH,42536,26
734,13419 Scoville Plaza,Smart City,OH,42536,28
735,145 Hovde Terrace,Smart City,OH,42536,40
736,59123 Bayside Lane,Smart City,OH,42536,29
737,3105 Novick Junction,Smart City,OH,42536,20
738,7 Toban Center,Smart City,OH,42536,23
739,3063 Melrose Center,Smart City,OH,42536,37
740,07 Jackson Circle,Smart City,OH,42536,27
741,6631 Fairview Avenue,Smart City,OH,42536,17
742,243 Fieldstone Crossing,Smart City,OH,42536,2
743,2412 Moose Court,Smart City,OH,42536,24
744,81 Reindahl Pass,Smart City,OH,42536,1
745,79 Gulseth Trail,Smart City,OH,42536,30
746,1 Dennis Plaza,Smart City,OH,42536,35
747,08 Becker Center,Smart City,OH,42536,27
748,47640 Stephen Road,Smart City,OH,42536,12
749,8083 Hovde Plaza,Smart City,OH,42536,22
750,181 Delladonna Way,Smart City,OH,42536,34
751,2 Lunder Terrace,Smart City,OH,42536,5
752,50539 Golf Parkway,Smart City,OH,42536,27
753,177 Golf Pass,Smart City,OH,42536,28
754,65304 Sage Junction,Smart City,OH,42536,23
755,1675 Hintze Court,Smart City,OH,42536,10
756,5869 Grim Plaza,Smart City,OH,42536,38
757,989 Helena Lane,Smart City,OH,42536,14
758,581 Warrior Pass,Smart City,OH,42536,33
759,562 Forest Way,Smart City,OH,42536,6
760,04 Hintze Crossing,Smart City,OH,42536,29
761,7 Washington Pass,Smart City,OH,42536,23
762,0 Carioca Road,Smart City,OH,42536,26
763,6448 Spenser Place,Smart City,OH,42536,11
764,62926 Fair Oaks Trail,Smart City,OH,42536,40
765,08 Evergreen Center,Smart City,OH,42536,21
766,27 Jenifer Crossing,Smart City,OH,42536,28
767,49 Carberry Parkway,Smart City,OH,42536,33
768,020 Onsgard Lane,Smart City,OH,42536,2
769,3155 Amoth Parkway,Smart City,OH,42536,22
770,890 Old Gate Court,Smart City,OH,42536,38
771,918 Westerfield Hill,Smart City,OH,42536,33
772,7 Hooker Pass,Smart City,OH,42536,16
773,6 Beilfuss Hill,Smart City,OH,42536,34
774,0 Monterey Crossing,Smart City,OH,42536,16
775,6 Melby Junction,Smart City,OH,42536,32
776,88 Emmet Park,Smart City,OH,42536,19
777,6325 Texas Avenue,Smart City,OH,42536,16
778,2727 Farragut Parkway,Smart City,OH,42536,24
779,270 Brown Pass,Smart City,OH,42536,16
780,188 Sundown Lane,Smart City,OH,42536,5
781,827 Chinook Crossing,Smart City,OH,42536,12
782,47454 Dixon Lane,Smart City,OH,42536,13
783,7977 Parkside Alley,Smart City,OH,42536,13
784,45 Del Sol Court,Smart City,OH,42536,27
785,6 Troy Drive,Smart City,OH,42536,2
786,05057 Bluestem Plaza,Smart City,OH,42536,30
787,684 Holy Cross Pass,Smart City,OH,42536,7
788,9 Artisan Drive,Smart City,OH,42536,1
789,4269 Erie Place,Smart City,OH,42536,24
790,10 Blackbird Point,Smart City,OH,42536,25
791,3 Village Green Crossing,Smart City,OH,42536,16
792,2 Arizona Road,Smart City,OH,42536,16
793,5 Brickson Park Point,Smart City,OH,42536,19
794,95 Carey Hill,Smart City,OH,42536,16
795,53117 Gulseth Place,Smart City,OH,42536,35
796,6 Dayton Place,Smart City,OH,42536,9
797,30 Petterle Avenue,Smart City,OH,42536,12
798,23307 Gerald Pass,Smart City,OH,42536,24
799,2 Mockingbird Alley,Smart City,OH,42536,27
800,834 Saint Paul Hill,Smart City,OH,42536,19
801,39334 Harper Drive,Smart City,OH,42536,38
802,70599 2nd Plaza,Smart City,OH,42536,17
803,22284 Havey Park,Smart City,OH,42536,6
804,233 Fuller Circle,Smart City,OH,42536,9
805,4 Grover Point,Smart City,OH,42536,38
806,3 Ryan Parkway,Smart City,OH,42536,23
807,6516 International Alley,Smart City,OH,42536,35
808,2 Summerview Park,Smart City,OH,42536,30
809,4 Carberry Avenue,Smart City,OH,42536,12
810,26 Bluejay Center,Smart City,OH,42536,39
811,23691 Park Meadow Drive,Smart City,OH,42536,25
812,792 Hansons Trail,Smart City,OH,42536,40
813,68905 Riverside Circle,Smart City,OH,42536,34
814,09004 Stone Corner Plaza,Smart City,OH,42536,4
815,659 Kings Avenue,Smart City,OH,42536,26
816,851 Fairview Alley,Smart City,OH,42536,6
817,58 Manitowish Avenue,Smart City,OH,42536,20
818,08901 Atwood Junction,Smart City,OH,42536,2
819,848 Crowley Court,Smart City,OH,42536,11
820,998 Norway Maple Drive,Smart City,OH,42536,6
821,099 Dahle Junction,Smart City,OH,42536,20
822,06 Corscot Park,Smart City,OH,42536,31
823,76 Thackeray Street,Smart City,OH,42536,20
824,42366 Caliangt Crossing,Smart City,OH,42536,19
825,42 Burning Wood Road,Smart City,OH,42536,22
826,675 Hovde Circle,Smart City,OH,42536,12
827,87141 Northport Crossing,Smart City,OH,42536,9
828,06775 Main Lane,Smart City,OH,42536,11
829,78 Clarendon Crossing,Smart City,OH,42536,31
830,5147 Hayes Drive,Smart City,OH,42536,22
831,312 Heath Parkway,Smart City,OH,42536,29
832,04262 Burning Wood Terrace,Smart City,OH,42536,11
833,63 Buena Vista Point,Smart City,OH,42536,10
834,15 Washington Park,Smart City,OH,42536,12
835,0 Thompson Center,Smart City,OH,42536,14
836,5481 Buell Way,Smart City,OH,42536,28
837,4909 Clemons Plaza,Smart City,OH,42536,22
838,330 Basil Plaza,Smart City,OH,42536,24
839,0 Hayes Trail,Smart City,OH,42536,12
840,58 Oriole Terrace,Smart City,OH,42536,12
841,51 Russell Court,Smart City,OH,42536,7
842,6735 Crowley Crossing,Smart City,OH,42536,11
843,06026 Cherokee Circle,Smart City,OH,42536,39
844,1657 Mayer Parkway,Smart City,OH,42536,35
845,199 Springview Street,Smart City,OH,42536,16
846,3 Anhalt Way,Smart City,OH,42536,33
847,49581 Anderson Court,Smart City,OH,42536,34
848,51330 Gale Junction,Smart City,OH,42536,36
849,91798 Stephen Circle,Smart City,OH,42536,16
850,1 Amoth Plaza,Smart City,OH,42536,1
851,86 Farmco Crossing,Smart City,OH,42536,11
852,0824 Columbus Center,Smart City,OH,42536,7
853,98 Coleman Avenue,Smart City,OH,42536,8
854,042 Elmside Center,Smart City,OH,42536,27
855,99536 Larry Drive,Smart City,OH,42536,23
856,0628 Johnson Parkway,Smart City,OH,42536,35
857,00 Shasta Road,Smart City,OH,42536,6
858,8 Shasta Avenue,Smart City,OH,42536,6
859,8 Mesta Way,Smart City,OH,42536,4
860,61 Shasta Parkway,Smart City,OH,42536,32
861,801 Quincy Hill,Smart City,OH,42536,36
862,5686 Carey Alley,Smart City,OH,42536,6
863,9 Moland Trail,Smart City,OH,42536,30
864,5 Lerdahl Plaza,Smart City,OH,42536,5
865,33592 Cherokee Alley,Smart City,OH,42536,34
866,78 Sunbrook Point,Smart City,OH,42536,23
867,3 Harbort Road,Smart City,OH,42536,11
868,93305 Banding Street,Smart City,OH,42536,9
869,3253 Alpine Way,Smart City,OH,42536,16
870,42 Orin Avenue,Smart City,OH,42536,21
871,747 Quincy Parkway,Smart City,OH,42536,21
872,46 Ilene Road,Smart City,OH,42536,11
873,38832 Steensland Way,Smart City,OH,42536,11
874,5374 Transport Way,Smart City,OH,42536,14
875,8549 Riverside Drive,Smart City,OH,42536,10
876,93627 Dakota Alley,Smart City,OH,42536,16
877,8 Carberry Alley,Smart City,OH,42536,24
878,7 Sheridan Plaza,Smart City,OH,42536,3
879,07 Bluestem Circle,Smart City,OH,42536,4
880,6 Clove Terrace,Smart City,OH,42536,15
881,74 Coolidge Lane,Smart City,OH,42536,20
882,40 Westend Terrace,Smart City,OH,42536,1
883,657 Norway Maple Terrace,Smart City,OH,42536,26
884,18 Barby Court,Smart City,OH,42536,25
885,20 Algoma Parkway,Smart City,OH,42536,31
886,2458 Northview Trail,Smart City,OH,42536,5
887,0707 Acker Crossing,Smart City,OH,42536,32
888,036 Anzinger Center,Smart City,OH,42536,37
889,608 Holmberg Center,Smart City,OH,42536,16
890,47 Valley Edge Hill,Smart City,OH,42536,18
891,10 Miller Hill,Smart City,OH,42536,35
892,2 Red Cloud Trail,Smart City,OH,42536,28
893,8 Loftsgordon Park,Smart City,OH,42536,34
894,255 Spaight Pass,Smart City,OH,42536,40
895,40440 Clyde Gallagher Lane,Smart City,OH,42536,5
896,53 Westport Trail,Smart City,OH,42536,27
897,12 Rowland Parkway,Smart City,OH,42536,15
898,003 Kenwood Lane,Smart City,OH,42536,7
899,47434 Stang Junction,Smart City,OH,42536,10
900,187 Coolidge Park,Smart City,OH,42536,4
901,97 Oxford Hill,Smart City,OH,42536,11
902,8 Manitowish Alley,Smart City,OH,42536,33
903,5872 Moulton Lane,Smart City,OH,42536,9
904,55672 Meadow Valley Place,Smart City,OH,42536,23
905,1858 Novick Drive,Smart City,OH,42536,30
906,7 Toban Center,Smart City,OH,42536,6
907,98 Talisman Park,Smart City,OH,42536,6
908,08 Corscot Road,Smart City,OH,42536,6
909,53 Southridge Plaza,Smart City,OH,42536,15
910,6 Nova Terrace,Smart City,OH,42536,20
911,27479 Packers Junction,Smart City,OH,42536,25
912,8308 Barnett Point,Smart City,OH,42536,11
913,2604 Oak Valley Place,Smart City,OH,42536,9
914,2 Moland Crossing,Smart City,OH,42536,20
915,8 Sunfield Avenue,Smart City,OH,42536,24
916,9611 Schiller Way,Smart City,OH,42536,34
917,444 Little Fleur Court,Smart City,OH,42536,27
918,44469 Schmedeman Junction,Smart City,OH,42536,25
919,803 Ridgeview Court,Smart City,OH,42536,3
920,69 Nevada Parkway,Smart City,OH,42536,13
921,648 Gerald Road,Smart City,OH,42536,2
922,0377 Bunker Hill Drive,Smart City,OH,42536,25
923,089 Lighthouse Bay Terrace,Smart City,OH,42536,20
924,391 Di Loreto Junction,Smart City,OH,42536,2
925,12 Redwing Alley,Smart City,OH,42536,6
926,7880 Pankratz Center,Smart City,OH,42536,21
927,90 Ludington Alley,Smart City,OH,42536,5
928,599 Fair Oaks Parkway,Smart City,OH,42536,9
929,696 Hoffman Trail,Smart City,OH,42536,12
930,24 Anhalt Parkway,Smart City,OH,42536,25
931,4950 Karstens Lane,Smart City,OH,42536,25
932,36203 Golden Leaf Park,Smart City,OH,42536,8
933,36494 Elmside Terrace,Smart City,OH,42536,36
934,0534 Sloan Avenue,Smart City,OH,42536,13
935,934 Porter Drive,Smart City,OH,42536,21
936,1474 Lien Trail,Smart City,OH,42536,28
937,98755 Porter Plaza,Smart City,OH,42536,17
938,8672 Ryan Junction,Smart City,OH,42536,15
939,46522 Raven Way,Smart City,OH,42536,28
940,085 Stoughton Lane,Smart City,OH,42536,17
941,125 Northwestern Pass,Smart City,OH,42536,9
942,21617 Lakewood Trail,Smart City,OH,42536,31
943,493 Monica Crossing,Smart City,OH,42536,29
944,1 Bowman Terrace,Smart City,OH,42536,21
945,2195 Quincy Park,Smart City,OH,42536,24
946,01 Oak Valley Circle,Smart City,OH,42536,28
947,342 Sundown Lane,Smart City,OH,42536,36
948,65127 Kennedy Plaza,Smart City,OH,42536,22
949,6 Mcguire Road,Smart City,OH,42536,31
950,1 Emmet Road,Smart City,OH,42536,4
951,24 Sunfield Terrace,Smart City,OH,42536,22
952,781 Lawn Point,Smart City,OH,42536,21
953,82993 4th Road,Smart City,OH,42536,11
954,474 Kim Lane,Smart City,OH,42536,35
955,6108 Fulton Way,Smart City,OH,42536,34
956,66343 Dayton Junction,Smart City,OH,42536,20
957,54 Autumn Leaf Drive,Smart City,OH,42536,27
958,831 Anthes Circle,Smart City,OH,42536,13
959,30710 Monica Alley,Smart City,OH,42536,28
960,28 Jackson Junction,Smart City,OH,42536,12
961,61921 Springview Plaza,Smart City,OH,42536,32
962,2756 Brentwood Street,Smart City,OH,42536,26
963,1 Susan Terrace,Smart City,OH,42536,18
964,1 Thompson Place,Smart City,OH,42536,20
965,8770 Spenser Drive,Smart City,OH,42536,17
966,44 Meadow Valley Avenue,Smart City,OH,42536,20
967,9028 Oneill Trail,Smart City,OH,42536,31
968,92 Erie Place,Smart City,OH,42536,34
969,018 Shelley Hill,Smart City,OH,42536,10
970,5746 Vermont Place,Smart City,OH,42536,12
971,85427 Vernon Hill,Smart City,OH,42536,30
972,972 Darwin Pass,Smart City,OH,42536,11
973,82756 Dixon Lane,Smart City,OH,42536,12
974,8585 Lyons Trail,Smart City,OH,42536,4
975,7642 Hoepker Parkway,Smart City,OH,42536,17
976,61 Main Place,Smart City,OH,42536,32
977,6312 Lyons Crossing,Smart City,OH,42536,32
978,15 Acker Junction,Smart City,OH,42536,12
979,8552 Buena Vista Way,Smart City,OH,42536,4
980,0195 Badeau Trail,Smart City,OH,42536,2
981,97 Lotheville Center,Smart City,OH,42536,26
982,50 Atwood Junction,Smart City,OH,42536,4
983,5564 Shasta Road,Smart City,OH,42536,26
984,493 Gulseth Circle,Smart City,OH,42536,25
985,8 Reindahl Circle,Smart City,OH,42536,22
986,4045 Hooker Center,Smart City,OH,42536,18
987,659 Oak Valley Crossing,Smart City,OH,42536,13
988,0284 Forster Plaza,Smart City,OH,42536,23
989,635 Becker Alley,Smart City,OH,42536,19
990,99 Center Hill,Smart City,OH,42536,29
991,2927 Sachs Trail,Smart City,OH,42536,37
992,59990 Pine View Park,Smart City,OH,42536,25
993,2278 Namekagon Court,Smart City,OH,42536,25
994,95 Fuller Plaza,Smart City,OH,42536,13
995,73771 Manufacturers Circle,Smart City,OH,42536,2
996,24739 7th Lane,Smart City,OH,42536,6
997,7 Summit Center,Smart City,OH,42536,25
998,66313 Independence Trail,Smart City,OH,42536,38
999,66 Grim Plaza,Smart City,OH,42536,2
1000,646 Ruskin Pass,Smart City,OH,42536,35
