ID,Type,Status,LastMaintenance,LocationID
548,Pipeline,Good,2018-03-22 12:16:28,465
549,Electricity,Good,2020-03-28 14:52:02,357
550,Road Construction,Good,2011-04-24 06:05:46,828
551,Powerline,Good,2011-05-10 00:06:05,979
552,Sewer,Good,2002-08-06 03:51:42,588
553,Sewer,Good,2008-12-20 11:39:21,891
554,Sewer,Good,2012-10-15 20:29:25,248
555,Electricity,Good,2000-06-26 14:13:29,95
556,Pipeline,Needs Maintenance,2003-03-06 16:12:29,851
557,Sewer,Good,2015-12-17 01:37:17,486
558,Powerline,Good,2012-07-09 13:49:46,439
559,Road Construction,Good,2013-07-31 09:52:53,784
560,Sewer,Good,2018-03-15 05:22:04,590
561,Road Construction,Good,1999-11-13 01:57:39,906
562,Sewer,Good,2018-11-07 09:11:43,864
563,Electricity,Good,2023-05-17 21:32:27,24
564,Sewer,Good,2003-07-11 18:37:25,956
565,Pipeline,Good,2019-01-26 20:57:41,678
566,Electricity,Good,2021-03-10 17:49:59,311
567,Pipeline,Good,2014-11-17 19:54:17,791
568,Road Construction,Good,2023-04-11 23:35:55,419
569,Sewer,Good,2022-03-06 08:51:00,187
570,Powerline,Good,2008-01-30 03:15:12,789
571,Road Construction,Good,2000-12-04 03:31:50,782
572,Powerline,Needs Maintenance,2024-01-26 10:27:56,44
573,Road Construction,Good,2023-07-29 04:36:17,908
574,Road Construction,Needs Maintenance,2015-12-11 05:03:49,407
575,Powerline,Good,2012-05-11 08:43:34,700
576,Electricity,Good,2020-11-04 05:55:49,180
577,Road Construction,Good,2019-04-16 04:35:22,16
578,Electricity,Good,,167
579,Sewer,Good,1998-03-18 08:24:07,431
580,Sewer,Good,2023-08-12 13:51:59,967
581,Road Construction,Good,2020-10-01 16:01:27,418
582,Sewer,Good,2008-08-15 03:47:47,65
583,Powerline,Good,2021-01-31 21:53:05,613
584,Electricity,Good,2008-04-18 21:43:44,313
585,Sewer,Good,,502
586,Powerline,Good,2017-12-21 14:36:34,955
587,Pipeline,Good,2011-06-25 04:17:30,861
588,Sewer,Needs Maintenance,1997-11-02 19:27:44,330
589,Sewer,Good,2018-07-10 03:20:53,968
590,Sewer,Good,2004-05-03 12:41:03,498
591,Powerline,Good,2016-02-12 05:22:06,732
592,Road Construction,Good,2017-01-11 14:25:25,755
593,Electricity,Needs Maintenance,2020-05-14 14:58:17,610
594,Pipeline,Good,2007-09-07 21:43:55,249
595,Pipeline,Good,2024-05-09 17:23:45,40
596,Pipeline,Good,2006-04-28 16:06:22,53
597,Pipeline,Good,,590
598,Electricity,Good,2013-03-03 08:10:21,
599,Pipeline,Good,2020-09-26 15:52:50,155
600,Sewer,Good,2009-01-03 10:48:49,164
601,Sewer,Good,2019-11-29 11:47:23,198
602,Pipeline,Good,1997-08-28 04:30:42,55
603,Electricity,Good,2011-08-28 15:10:54,934
604,Powerline,Good,2013-07-25 09:46:47,331
605,Sewer,Good,2023-03-24 14:46:14,99
606,Road Construction,Good,2011-05-07 21:27:21,991
607,Powerline,Good,2021-10-15 21:51:02,518
608,Pipeline,Good,2021-10-24 09:01:37,92
609,Pipeline,Good,2003-12-24 18:52:32,663
610,Pipeline,Good,1998-03-30 03:25:39,327
611,Sewer,Good,2009-11-04 15:16:39,511
612,Powerline,Good,2021-12-23 00:32:25,415
613,Electricity,Good,1998-12-25 13:35:44,714
614,Electricity,Good,2019-10-31 20:27:35,392
615,Road Construction,Good,2003-11-21 06:16:51,284
616,Road Construction,Good,2018-01-15 19:40:16,856
617,Sewer,Good,2012-03-02 03:40:54,648
618,Powerline,Good,,45
619,Pipeline,Good,2023-04-15 18:47:07,198
620,Electricity,Good,1998-03-16 03:07:40,24
621,Electricity,Good,2014-01-30 20:12:48,618
622,Sewer,Good,2015-01-17 18:02:46,493
623,Electricity,Good,2018-05-21 07:50:13,443
624,Sewer,Good,2000-04-07 12:22:32,738
625,Pipeline,Good,1998-02-09 11:41:23,489
626,Sewer,Good,1999-01-26 18:42:15,919
627,Powerline,Good,2000-11-30 09:28:14,113
628,Sewer,Good,2014-07-23 21:40:29,60
629,Electricity,Good,2013-12-23 19:08:35,858
630,Sewer,Good,2013-06-30 04:57:56,262
631,Sewer,Good,2008-09-11 20:30:32,665
632,Powerline,Good,2016-05-27 12:01:24,324
633,Pipeline,Good,2010-03-12 20:52:58,477
634,Road Construction,Good,2004-06-23 09:28:09,871
635,Pipeline,Needs Maintenance,2021-07-04 04:35:04,843
636,Pipeline,Good,2018-12-07 03:37:11,172
637,Road Construction,Good,2013-04-17 23:56:53,779
638,Electricity,Good,2001-01-02 12:00:35,233
639,Powerline,Good,2012-07-23 12:35:05,305
640,Sewer,Good,2000-12-17 10:16:29,372
641,Powerline,Good,2013-08-21 05:43:10,57
642,Powerline,Good,2000-09-30 20:10:11,785
643,Electricity,Good,2005-02-10 16:37:32,658
644,Sewer,Good,2001-09-16 04:03:01,638
645,Road Construction,Good,2018-09-19 06:32:22,686
646,Sewer,Good,2002-02-23 05:44:34,846
647,Powerline,Good,2007-04-11 07:43:36,577
648,Powerline,Good,1999-07-04 07:05:06,574
649,Road Construction,Good,2021-07-28 00:55:24,526
650,Powerline,Good,2002-08-31 14:55:52,315
651,Sewer,Good,2011-08-26 12:44:54,376
652,Sewer,Good,2006-02-21 09:04:51,216
653,Electricity,Good,2009-12-05 00:51:12,918
654,Electricity,Good,2012-10-19 08:46:08,961
655,Powerline,Good,2008-02-04 23:21:07,968
656,Road Construction,Good,2005-02-18 04:41:21,108
657,Powerline,Needs Maintenance,2010-01-03 22:53:47,110
658,Powerline,Good,2017-06-05 19:26:31,799
659,Sewer,Good,2014-09-06 12:12:09,954
660,Road Construction,Good,2015-06-26 18:24:56,777
661,Powerline,Good,2016-04-25 21:27:20,980
662,Pipeline,Good,2011-08-04 22:08:30,552
663,Sewer,Good,1999-03-29 23:48:27,204
664,Sewer,Good,2002-09-13 23:03:01,666
665,Pipeline,Good,1998-04-14 14:54:28,601
666,Powerline,Good,2007-01-01 23:47:37,17
667,Pipeline,Good,2015-07-04 00:50:41,334
668,Powerline,Good,2012-02-21 23:03:05,484
669,Sewer,Good,2013-03-05 06:14:49,278
670,Pipeline,Good,2001-05-18 13:44:33,990
671,Pipeline,Good,2001-04-29 08:15:21,128
672,Sewer,Good,1998-04-17 12:00:01,420
673,Sewer,Good,2001-06-19 15:05:18,
674,Pipeline,Good,1998-12-27 13:56:29,71
675,Pipeline,Good,2018-08-24 23:43:01,23
676,Sewer,Good,2013-07-25 00:17:31,545
677,Powerline,Good,2005-03-08 22:13:11,645
678,Pipeline,Good,2005-07-11 16:13:27,780
679,Powerline,Good,2009-08-26 12:59:12,19
680,Sewer,Good,,443
681,Electricity,Good,2018-03-01 14:30:29,921
682,Sewer,Good,1997-09-11 05:20:58,361
683,Road Construction,Good,2019-06-17 08:11:22,500
684,Electricity,Good,2013-08-25 23:01:26,240
685,Pipeline,Needs Maintenance,2008-01-21 23:20:34,141
686,Pipeline,Good,,892
687,Powerline,Good,2005-10-09 14:05:40,346
688,Pipeline,Good,2004-02-01 19:33:44,860
689,Road Construction,Good,2015-02-03 07:20:56,682
690,Road Construction,Good,2018-04-08 19:19:45,996
691,Electricity,Good,2007-09-03 09:09:18,281
692,Powerline,Good,2004-12-21 18:51:02,911
693,Road Construction,Good,2023-05-06 04:14:15,997
694,Electricity,Good,2023-07-02 11:35:20,363
695,Sewer,Good,2023-04-09 07:00:52,732
696,Road Construction,Good,2009-07-15 07:51:26,923
697,Road Construction,Good,2007-01-06 11:05:52,
698,Electricity,Good,2005-05-08 06:36:27,947
699,Pipeline,Good,2012-12-17 17:08:39,142
700,Sewer,Good,2010-02-03 12:03:03,724
701,Electricity,Good,2010-02-09 17:44:33,611
702,Pipeline,Good,2005-10-12 03:27:48,521
703,Electricity,Good,2010-01-31 08:03:31,236
704,Pipeline,Good,2021-05-27 20:14:41,959
705,Sewer,Good,2014-10-30 15:03:10,895
706,Sewer,Good,2006-03-28 20:00:08,688
707,Sewer,Good,2001-10-02 05:39:20,313
708,Electricity,Good,2011-10-15 08:20:53,426
709,Pipeline,Good,2017-01-11 05:26:01,451
710,Powerline,Good,2013-04-16 10:43:18,77
711,Road Construction,Good,2011-07-15 22:18:00,397
712,Powerline,Good,2014-08-04 02:23:54,626
713,Electricity,Good,2021-04-06 06:24:09,646
714,Sewer,Good,2024-03-19 01:52:03,339
715,Pipeline,Good,2019-05-28 21:23:43,743
716,Powerline,Needs Maintenance,1998-08-03 15:25:06,311
717,Road Construction,Good,2003-12-14 05:23:08,9
718,Powerline,Good,2006-01-25 16:45:18,504
719,Electricity,Good,2011-08-31 20:02:38,241
720,Road Construction,Good,2006-02-16 13:59:52,329
721,Electricity,Good,2015-10-03 12:40:16,217
722,Road Construction,Good,2010-09-01 06:23:33,703
723,Electricity,Good,2012-03-05 23:33:56,119
724,Sewer,Good,2011-11-08 12:55:08,991
725,Road Construction,Good,2016-11-07 09:39:37,910
726,Pipeline,Good,1998-06-23 13:28:35,627
727,Sewer,Good,2000-11-02 16:13:21,472
728,Powerline,Good,2023-05-20 15:41:15,473
729,Powerline,Good,2007-06-10 11:27:05,590
730,Sewer,Good,2020-02-21 23:14:15,776
731,Sewer,Good,2004-12-23 22:03:12,
732,Sewer,Good,2017-10-31 21:56:58,852
733,Road Construction,Good,2001-07-08 05:17:10,39
734,Road Construction,Good,,550
735,Pipeline,Good,2016-02-18 10:55:43,880
736,Road Construction,Good,2001-02-06 21:57:07,558
737,Pipeline,Good,2009-10-19 21:15:26,219
738,Road Construction,Good,2020-09-20 23:33:32,226
739,Road Construction,Good,1999-09-10 23:53:34,557
740,Sewer,Good,1999-10-27 04:47:26,837
741,Powerline,Good,2007-04-24 11:21:26,160
742,Road Construction,Good,2015-11-16 03:09:11,448
743,Pipeline,Needs Maintenance,2019-06-27 16:54:33,386
744,Powerline,Good,2021-03-14 05:37:53,514
745,Pipeline,Good,2008-01-17 12:28:46,292
746,Sewer,Good,1999-10-13 10:25:53,447
747,Powerline,Broken,2023-08-30 03:34:52,160
748,Sewer,Good,2010-09-18 22:48:23,563
749,Pipeline,Good,2011-11-25 17:31:53,6
750,Road Construction,Good,2013-04-10 21:33:08,177
751,Pipeline,Good,2003-02-20 11:48:51,120
752,Electricity,Good,2024-03-07 22:26:52,225
753,Sewer,Good,1998-07-11 23:20:13,899
754,Powerline,Good,2007-03-04 16:21:32,984
755,Powerline,Good,1998-12-19 00:37:43,583
756,Electricity,Good,2015-01-03 18:15:26,890
757,Road Construction,Good,2004-12-14 06:53:11,587
758,Sewer,Good,2015-12-06 12:07:30,909
759,Road Construction,Good,2008-06-28 23:33:58,797
760,Sewer,Good,2023-10-21 21:20:19,361
761,Pipeline,Good,2019-11-15 01:41:29,809
762,Powerline,Good,2005-03-23 07:43:24,912
763,Pipeline,Good,1997-12-28 11:45:31,210
764,Sewer,Good,2021-12-01 19:44:09,108
765,Road Construction,Good,2017-06-19 11:27:35,236
766,Electricity,Needs Maintenance,2015-05-16 05:58:40,858
767,Pipeline,Good,2020-05-08 08:43:51,
768,Electricity,Good,2003-05-08 00:59:52,871
769,Electricity,Good,2005-02-20 01:02:25,434
770,Electricity,Good,2008-06-10 10:03:57,11
771,Electricity,Good,2011-04-18 00:29:50,699
772,Road Construction,Good,2016-06-28 00:56:53,730
773,Sewer,Good,2008-12-23 02:10:07,267
774,Powerline,Good,2020-03-29 09:43:27,756
775,Electricity,Good,2017-01-13 10:22:34,855
776,Powerline,Good,1999-11-23 10:52:17,248
777,Road Construction,Good,2002-01-28 03:33:19,202
778,Electricity,Good,2001-04-29 15:40:17,862
779,Electricity,Good,2013-04-01 04:37:41,902
780,Electricity,Needs Maintenance,2002-08-12 10:16:07,570
781,Road Construction,Good,2022-05-12 07:13:05,682
782,Electricity,Good,2011-06-23 16:17:54,946
783,Electricity,Good,2016-01-03 10:18:10,502
784,Powerline,Good,2011-04-15 16:05:38,259
785,Pipeline,Good,2010-01-19 08:06:09,35
786,Electricity,Good,2013-09-23 09:57:03,321
787,Pipeline,Good,2003-02-24 10:28:47,459
788,Road Construction,Good,2001-11-15 06:43:06,
789,Electricity,Good,2017-10-08 18:51:15,
790,Sewer,Good,1998-03-24 12:01:16,930
791,Road Construction,Good,2009-01-23 00:20:37,497
792,Powerline,Good,1998-07-01 14:58:02,540
793,Electricity,Broken,2022-12-04 09:01:06,569
794,Sewer,Good,,828
795,Electricity,Good,2022-10-31 06:54:59,967
796,Sewer,Good,2017-12-07 06:03:21,231
797,Pipeline,Good,2019-10-06 18:18:03,964
798,Sewer,Good,2004-10-12 07:47:46,924
799,Powerline,Good,2022-07-17 08:07:23,466
800,Electricity,Good,2000-07-27 01:45:44,216
801,Electricity,Broken,2023-12-23 20:43:00,149
802,Pipeline,Good,2017-04-14 22:20:21,299
803,Road Construction,Good,2018-01-12 20:39:14,802
804,Road Construction,Good,2002-11-02 23:48:56,493
805,Sewer,Good,1999-10-06 11:52:49,59
806,Powerline,Good,2018-06-25 02:08:47,423
807,Sewer,Good,2023-09-24 13:47:43,59
808,Powerline,Good,2003-05-06 00:24:27,583
809,Pipeline,Needs Maintenance,1998-05-27 15:41:54,130
810,Pipeline,Good,2006-12-01 22:39:58,600
811,Sewer,Good,2011-11-05 01:43:37,493
812,Powerline,Good,2005-12-31 00:36:43,585
813,Electricity,Good,2021-06-03 20:53:34,120
814,Electricity,Needs Maintenance,2009-10-16 12:17:37,592
815,Road Construction,Good,2018-11-14 13:23:47,748
816,Road Construction,Good,2011-10-20 19:59:45,966
817,Sewer,Good,2024-02-06 17:22:24,612
818,Powerline,Good,2024-02-18 14:10:18,860
819,Powerline,Needs Maintenance,2009-08-20 21:10:57,109
820,Road Construction,Good,2021-10-04 04:24:57,628
821,Road Construction,Good,2003-01-31 15:50:23,745
822,Powerline,Good,2008-11-11 17:57:58,762
823,Electricity,Good,2019-09-13 01:05:40,391
824,Road Construction,Good,2011-07-31 05:08:12,494
825,Sewer,Good,2007-03-25 09:59:00,630
826,Powerline,Good,2001-01-05 04:05:48,692
827,Road Construction,Good,2015-03-08 09:27:19,300
828,Road Construction,Good,2024-02-09 21:03:42,685
829,Electricity,Good,2017-02-27 18:02:38,508
830,Road Construction,Good,1999-01-28 10:22:13,640
831,Electricity,Good,2003-04-23 07:10:56,777
832,Sewer,Good,2003-07-25 13:07:21,320
833,Pipeline,Good,1998-09-16 22:59:09,254
834,Powerline,Good,2013-12-21 00:00:11,860
835,Road Construction,Good,2007-04-03 15:51:03,861
836,Electricity,Good,2024-06-05 03:50:39,465
837,Powerline,Good,2011-06-19 22:51:43,797
838,Electricity,Good,2010-10-25 14:02:48,855
839,Pipeline,Good,2009-04-23 00:17:24,288
840,Powerline,Good,2018-12-16 05:13:21,213
841,Road Construction,Good,2023-10-26 10:02:38,522
842,Powerline,Good,2019-05-20 13:14:26,59
843,Road Construction,Good,2009-02-24 12:27:36,167
844,Sewer,Good,2009-03-10 07:24:13,164
845,Road Construction,Good,,764
846,Electricity,Good,2015-06-15 17:49:22,
847,Powerline,Good,2017-06-03 01:07:29,366
848,Electricity,Good,2011-03-13 19:23:39,153
849,Road Construction,Good,,700
850,Road Construction,Good,1997-12-21 07:24:56,765
851,Pipeline,Good,2019-05-07 20:21:33,24
852,Powerline,Good,2017-05-07 14:57:22,984
853,Electricity,Good,2022-11-24 23:33:05,706
854,Powerline,Good,2020-01-01 10:18:57,450
855,Powerline,Good,2012-01-07 22:25:11,383
856,Powerline,Good,2021-10-02 07:02:56,435
857,Electricity,Good,2012-08-16 10:03:59,701
858,Electricity,Good,2020-03-21 08:05:53,251
859,Pipeline,Good,2012-11-11 22:40:07,569
860,Sewer,Good,2007-07-24 07:19:06,20
861,Pipeline,Good,2010-10-06 11:10:08,838
862,Road Construction,Good,1999-09-18 19:54:39,519
863,Pipeline,Good,2001-04-25 17:43:46,369
864,Powerline,Good,2018-03-11 05:30:51,899
865,Powerline,Good,2010-08-29 20:03:26,674
866,Powerline,Good,2012-04-09 21:41:43,271
867,Electricity,Good,2019-01-09 16:27:11,606
868,Pipeline,Good,2013-11-17 11:16:47,350
869,Pipeline,Good,2000-09-29 16:43:55,957
870,Pipeline,Good,1998-04-11 15:16:08,767
871,Pipeline,Good,2023-11-04 08:58:38,255
872,Powerline,Good,2002-09-20 12:51:26,492
873,Pipeline,Good,2022-01-23 00:06:10,727
874,Road Construction,Needs Maintenance,2011-11-28 20:52:43,916
875,Electricity,Needs Maintenance,2015-07-17 22:03:20,183
876,Powerline,Good,1999-08-12 07:56:31,736
877,Electricity,Good,2018-04-01 11:54:11,338
878,Road Construction,Good,2002-01-18 06:53:24,258
879,Sewer,Good,2024-06-22 04:44:40,379
880,Sewer,Good,2024-04-19 05:32:12,776
881,Powerline,Good,2011-10-30 19:54:29,814
882,Pipeline,Needs Maintenance,2010-04-02 20:20:16,693
883,Sewer,Good,2013-01-01 02:51:23,270
884,Electricity,Good,2006-01-22 11:07:53,851
885,Powerline,Good,2018-06-18 21:29:23,770
886,Electricity,Good,2002-12-12 06:41:24,748
887,Road Construction,Good,1998-01-17 10:32:49,688
888,Pipeline,Good,2001-05-20 12:30:47,188
889,Road Construction,Good,2002-05-04 08:17:17,837
890,Electricity,Good,2003-03-07 23:55:16,637
891,Pipeline,Good,1998-10-03 07:57:12,434
892,Powerline,Good,2015-08-31 08:54:11,444
893,Pipeline,Good,2004-03-02 18:09:11,924
894,Powerline,Good,2020-05-20 21:30:35,813
895,Pipeline,Good,2018-08-01 06:09:25,920
896,Powerline,Needs Maintenance,2008-03-22 05:38:57,303
897,Pipeline,Good,2015-12-04 15:22:48,536
898,Powerline,Good,2017-05-06 12:37:28,33
899,Powerline,Good,2011-10-08 04:15:47,409
900,Sewer,Good,2006-08-04 11:11:30,665
901,Powerline,Good,2006-01-28 11:23:12,829
902,Electricity,Good,2002-11-08 23:32:33,218
903,Sewer,Good,1999-09-20 05:24:20,704
904,Road Construction,Good,2005-08-27 09:47:04,20
905,Sewer,Good,2005-12-27 01:00:00,124
906,Pipeline,Good,1999-01-20 04:50:56,61
907,Pipeline,Good,2016-07-22 20:59:43,458
908,Sewer,Good,2004-04-28 05:58:16,401
909,Electricity,Good,2022-02-12 07:51:08,399
910,Road Construction,Good,2024-02-24 10:17:40,506
911,Pipeline,Good,1998-02-12 12:59:11,
912,Road Construction,Good,2020-02-23 09:44:01,79
913,Pipeline,Good,2020-11-23 20:38:45,156
914,Pipeline,Good,2010-07-21 13:39:32,698
915,Pipeline,Good,2021-09-18 15:37:34,
916,Sewer,Good,2014-01-09 08:05:31,665
917,Road Construction,Good,2005-03-15 02:25:46,
918,Electricity,Good,2015-04-30 16:08:43,32
919,Road Construction,Good,2009-02-09 18:29:46,615
920,Electricity,Good,2017-06-07 18:45:06,472
921,Pipeline,Good,2016-05-23 19:33:41,
922,Powerline,Good,2022-07-01 17:55:29,986
923,Pipeline,Good,2001-03-27 16:37:27,574
924,Road Construction,Good,2024-02-14 10:00:06,515
925,Electricity,Good,2006-06-23 04:44:15,356
926,Sewer,Good,2000-12-24 07:46:54,618
927,Road Construction,Good,2003-03-09 00:07:33,928
928,Powerline,Broken,2008-04-26 17:32:19,900
929,Sewer,Good,2005-10-16 18:56:11,91
930,Electricity,Good,2003-06-06 17:57:18,334
931,Electricity,Good,2000-06-25 06:13:27,413
932,Pipeline,Good,2018-08-31 07:46:09,331
933,Sewer,Good,2008-11-24 20:52:53,756
934,Road Construction,Good,2009-03-13 03:18:31,35
935,Sewer,Good,2007-09-13 22:20:03,103
936,Sewer,Good,2022-10-30 13:38:32,759
937,Road Construction,Good,2000-03-29 23:49:35,553
938,Powerline,Good,2007-10-27 00:15:42,384
939,Road Construction,Good,2013-12-08 03:51:10,802
940,Powerline,Good,2002-04-11 16:20:32,839
941,Pipeline,Good,2009-08-22 23:44:59,903
942,Electricity,Good,2007-07-13 06:26:23,624
943,Electricity,Good,2015-05-24 23:06:02,683
944,Pipeline,Good,2002-04-07 07:47:40,829
945,Electricity,Good,1997-11-03 08:51:34,111
946,Electricity,Good,2015-05-31 02:58:23,378
947,Electricity,Good,2017-10-05 18:15:16,100
948,Sewer,Good,2022-08-05 00:55:07,174
949,Road Construction,Good,2007-02-07 13:50:23,134
950,Road Construction,Good,2022-04-21 09:57:43,191
951,Road Construction,Good,2014-12-27 04:06:36,355
952,Road Construction,Good,2003-01-26 08:50:34,728
953,Pipeline,Good,2017-06-05 05:13:39,101
954,Road Construction,Needs Maintenance,2018-12-26 01:06:38,113
955,Electricity,Good,2016-03-23 07:39:10,300
956,Pipeline,Good,2024-04-24 17:04:49,526
957,Electricity,Good,2017-11-03 20:11:11,547
958,Electricity,Good,2006-09-22 13:16:54,402
959,Pipeline,Good,1998-06-15 11:04:51,25
960,Sewer,Good,2007-09-19 03:07:19,939
961,Powerline,Good,2016-09-03 20:19:32,386
962,Road Construction,Good,2009-12-19 15:31:57,768
963,Electricity,Good,2003-01-31 14:05:34,646
964,Road Construction,Good,2000-08-29 23:39:27,546
965,Sewer,Good,1998-10-18 14:59:26,660
966,Pipeline,Good,2005-02-23 10:02:54,332
967,Road Construction,Good,2015-06-29 07:14:55,733
968,Pipeline,Good,2003-06-28 11:02:34,896
969,Pipeline,Good,2001-11-07 18:01:41,890
970,Road Construction,Good,2012-03-29 21:47:40,459
971,Sewer,Good,2012-07-18 03:14:22,70
972,Road Construction,Broken,1998-10-09 00:16:39,396
973,Sewer,Good,2007-09-25 02:55:40,179
974,Pipeline,Good,2010-04-01 18:20:59,825
975,Sewer,Good,2013-05-24 02:52:01,710
976,Pipeline,Needs Maintenance,2012-01-30 11:11:10,915
977,Pipeline,Good,2022-11-01 23:48:59,816
978,Powerline,Good,2012-07-05 05:37:07,390
979,Pipeline,Good,2013-04-18 05:58:04,261
980,Sewer,Good,2002-05-14 00:13:09,567
981,Sewer,Good,2024-05-03 18:01:56,746
982,Road Construction,Good,2015-11-19 02:26:45,744
983,Sewer,Good,2002-01-02 22:09:00,603
984,Electricity,Good,,866
985,Road Construction,Good,2017-10-04 20:10:13,642
986,Pipeline,Good,2009-07-19 20:45:57,486
987,Electricity,Good,1999-05-19 05:15:51,239
988,Road Construction,Good,2017-08-23 23:37:05,41
989,Powerline,Good,2015-07-23 09:53:12,856
990,Powerline,Good,2020-11-12 00:55:58,966
991,Sewer,Good,2004-03-18 20:11:53,825
992,Powerline,Good,2023-07-19 00:00:32,107
993,Road Construction,Good,2000-11-23 02:03:54,199
994,Powerline,Good,2016-01-23 19:11:26,119
995,Powerline,Good,2015-05-14 15:14:04,120
996,Powerline,Good,2020-04-09 04:23:00,910
997,Pipeline,Good,2000-10-03 14:21:25,528
998,Electricity,Good,1997-12-20 09:44:49,892
999,Pipeline,Good,2017-09-30 07:29:25,281
1000,Sewer,Good,2001-12-18 16:18:56,366
